"Species","kradius","kdegree","kcorenum","krisk","degree","eigenc"
"pl1",1,16.012987012987,4,21,25,0.42109044754526
"pl2",1,13.1847041847042,4,10,19,0.351581469861313
"pl3",1,12.2561882561883,4,13,18,0.30912007760052
"pl4",1.6,10.8398268398268,4,12,16,0.281619396469961
"pl5",1.6,6.5974025974026,4,2,8,0.155591125043929
"disp1",1,4.25,4,0,5,0.187123428111205
"disp2",1,4.25,4,0,5,0.187123428111205
"disp3",1,4.25,4,0,5,0.187123428111205
"disp4",1,4.25,4,0,5,0.187123428111205
"disp5",1.4,3.625,4,0,4,0.167956412661763
"disp6",1.4,3.625,4,0,4,0.152431196652127
"disp7",1.4,3.625,4,0,4,0.167956412661763
"disp8",1.4,3.625,4,0,4,0.152431196652127
"disp9",1.4,3.625,4,0,4,0.167956412661763
"disp10",1.4,3.625,4,0,4,0.152431196652127
"disp11",1.8,2.625,3,0,3,0.129876417408633
"disp12",1.8,2.625,3,0,3,0.129876417408633
"disp13",1.8,2.625,3,0,3,0.129876417408633
"disp14",1.8,2.625,3,0,3,0.129876417408633
"disp15",1.8,2.625,3,0,3,0.124645668153252
"disp16",1.8,3,3,0,3,0.133264181202685
"disp17",1.8,2.625,3,0,3,0.129876417408633
"disp18",1.8,3,3,0,3,0.133264181202685
"disp19",1.8,3,3,0,3,0.133264181202685
"disp20",2.2,1.625,2,0,2,0.0572470107025716
"disp21",2.2,1.625,2,0,2,0.0865656729001222
"disp22",2.2,1.625,2,0,2,0.0865656729001222
"disp23",2.2,1.625,2,0,2,0.0865656729001222
"disp24",2.2,2,2,0,2,0.0951841859495551
"disp25",2.2,2,2,0,2,0.0899534366941741
"disp26",2.2,2,2,0,2,0.089953436694174
"disp27",2.6,1,1,0,1,0.0380799952531296
