"Species","kradius","kdegree","kcorenum","krisk","degree","eigenc"
"pl1",1.13333333333333,26.9537365403027,8,229,62,0.242616133605038
"pl2",1.26666666666667,25.9972355264723,8,209,59,0.232289007042506
"pl3",1.26666666666667,23.2263172402895,8,155,51,0.231096262379856
"pl4",1.13333333333333,22.4633071614227,8,152,49,0.21672986542618
"pl5",1.4,21.1756975559103,8,159,47,0.193777565354651
"pl6",1.53333333333333,18.2226228401353,8,101,39,0.185728574479091
"pl7",2.46666666666667,15.4137462095195,7,138,39,0.101087204330114
"pl8",1.8,14.4640148965765,8,79,31,0.142183683432054
"pl9",1.93333333333333,13.8207439021546,8,78,29,0.134345498277202
"pl10",1.8,12.9436354779066,8,102,28,0.112119121275447
"pl11",1.4,14.3912423990362,8,48,28,0.166249073603438
"pl12",2.46666666666667,9.107610264132,5,45,22,0.0625417679988092
"pl13",1.93333333333333,9.23154131729983,8,25,18,0.10453529157574
"pl14",1.8,9.15550669847345,8,36,17,0.104046047450538
"pl15",1.93333333333333,8.88982830035462,8,25,16,0.102578984853498
"pl16",2.46666666666667,6.91744813867576,7,37,15,0.0695894842985158
"pl17",1.93333333333333,7.78210885448737,8,18,14,0.0951094204667372
"pl18",2.6,5.94148715584979,6,34,14,0.0503673484602793
"pl19",1.93333333333333,7.11458155371199,8,20,13,0.0835657661291822
"pl20",2.86666666666667,4.9562582345191,4,19,13,0.0260079119026393
"pl21",1.8,7.20132416603005,8,7,12,0.092782485532921
"pl22",2.33333333333333,5.64169782745634,7,13,11,0.0677344972021539
"pl23",2.46666666666667,5.61677092444356,7,14,11,0.0656080848739048
"pl24",2.2,6.05675750641426,6,13,11,0.0718225552013259
"pl25",2.86666666666667,4.3312077294686,5,22,11,0.0253209478120931
"pl26",2.2,5.81933621933622,7,11,11,0.0729737315349735
"pl27",2.6,4.94109516214779,6,11,10,0.0533931197448985
"pl28",2.6,4.45886287625418,3,8,10,0.0352929887277736
"pl29",2.6,4.42649513033145,5,12,9,0.0484082800480884
"pl30",2.73333333333333,4.23265938231613,5,12,9,0.0402565328915629
"pl31",2.6,4.14739982949702,4,9,9,0.0426023171886212
"pl32",3.26666666666667,1.83500557413601,2,4,7,0.00161533481967525
"pl33",2.33333333333333,4.46957813428402,7,0,7,0.0661160569979851
"pl34",2.86666666666667,2.60021786492375,3,8,7,0.017669498992438
"pl35",2.46666666666667,3.77206851119895,4,5,7,0.0438018241462391
"pl36",2.86666666666667,2.80800648626736,3,6,7,0.015364682945342
"pl37",2.73333333333333,3.40864281916913,5,0,7,0.03749474747087
"pl38",2.6,3.31417377435684,6,3,7,0.0359165651522272
"pl39",2.46666666666667,3.60808080808081,6,5,7,0.0477694894540808
"pl40",2.86666666666667,2.43746194129826,4,3,6,0.0193757564976237
"pl41",3,2.29875549137899,3,1,6,0.0155099030785779
"pl42",2.86666666666667,2.43643665079928,4,4,6,0.0204862382244157
"pl43",2.73333333333333,2.38917748917749,4,0,5,0.0261074019177372
"pl44",2.86666666666667,2.03725490196078,4,3,5,0.0204303767926546
