"Species","kradius","kdegree","kcorenum","krisk","degree","eigenc"
"pl1",1.4,4.89321789321789,4,4,7,0.233673720564385
"pl2",1,6.76134976134976,4,12,11,0.276254410556428
"pl3",1,5.92218892218892,4,8,9,0.25379449928233
"pl4",1.4,3.42857142857143,4,0,4,0.167482249699332
"pl5",1.4,3.88311688311688,4,2,5,0.177365785227131
"pl6",2.6,0.714285714285714,1,0,1,0.0436160897847983
"pl7",1.8,3.42857142857143,3,6,6,0.143909267035732
"pl8",2.2,2.16883116883117,3,0,3,0.117311877547159
"pl9",2.2,3.43589743589744,2,2,6,0.126973981508022
"pl10",2.6,1.16883116883117,2,0,2,0.0591303712800301
"pl11",1.8,2.71428571428571,3,0,3,0.148143748338587
"pl12",2.2,2,2,0,2,0.104527658553789
"pl13",1.8,2.42857142857143,3,0,3,0.146408188754036
"pl14",2.2,1.71428571428571,2,0,2,0.0899622420714579
"pl15",2.2,1.71428571428571,2,0,2,0.102792098969237
"pl16",1.8,2.71428571428571,3,0,3,0.149138251255897
"pl17",2.2,1.71428571428571,2,0,2,0.102792098969238
"pl18",2.2,1.71428571428571,2,0,2,0.0899622420714579
"pl19",2.2,1.71428571428571,2,0,2,0.0909567449887679
"pl20",2.2,1.71428571428571,2,0,2,0.102792098969237
"pl21",2.2,1.71428571428571,2,0,2,0.102792098969238
"pl22",2.6,1,1,0,1,0.0581815062671291
"pl23",2.2,1.71428571428571,2,0,2,0.0909567449887679
"pl24",2.2,1.71428571428571,2,0,2,0.101797596051927
"pl25",2.2,1.71428571428571,2,0,2,0.101797596051927
"pl26",2.6,0.714285714285714,1,0,1,0.0436160897847983
"pl27",3,0.454545454545455,1,0,1,0.0155142814952318
"pl28",3,0.454545454545455,1,0,1,0.0155142814952318
"pl29",2.6,0.714285714285714,1,0,1,0.0446105927021084
"pl30",2.6,1,1,0,1,0.0581815062671291
"pl31",Inf,0,1,0,1,1.18097568670931e-18
"pl32",2.6,0.714285714285714,1,0,1,0.0193385013607448
"pl33",2.6,1,1,0,1,0.0581815062671291
"pl34",2.6,0.714285714285714,1,0,1,0.0446105927021083
"disp1",1.4,8.52181152181152,4,20,15,0.296593248543069
"disp2",2.2,3.22011322011322,3,5,6,0.105498479349842
"disp3",1,11.0542790542791,4,29,20,0.39563936230962
"disp4",1.4,8.59174159174159,4,21,15,0.303355955892258
"disp5",1,8.53679653679654,4,15,14,0.315157913788115
"disp6",2.6,1.45454545454545,2,0,2,0.0559946402251353
"disp7",2.6,1,1,0,1,0.0406251229030456
"disp8",1.4,3.81318681318681,4,3,5,0.131503510948314
"disp9",2.6,1.45454545454545,2,0,2,0.059297525612789
"disp10",3,0.555555555555556,1,0,1,0.021162853647977
"disp11",1.8,2.71428571428571,3,0,3,0.112310698176627
"disp12",2.2,2,2,0,2,0.0779473604184374
"disp13",2.2,1.42857142857143,2,0,2,0.060446203943508
"disp14",2.6,1,1,0,1,0.0373222375153918
"disp15",3,0.454545454545455,1,0,1,0.0186724027097435
"disp16",3,0.454545454545455,1,0,1,0.0186724027097434
"disp17",Inf,0,1,0,1,1.43392090058312e-18
"disp18",3,0.555555555555556,1,0,1,0.021162853647977
"disp19",2.6,1,1,0,1,0.0406251229030456
"disp20",3,0.555555555555556,1,0,1,0.021162853647977
