"Species","kradius","kdegree","kcorenum","krisk","degree","eigenc"
"pl1",1.57142857142857,3.10225563909774,3,0,5,0.267894836588364
"pl2",1.57142857142857,3.14736842105263,3,0,5,0.289620930062735
"pl3",1.57142857142857,3.14736842105263,3,0,5,0.283480984448822
"pl4",1.85714285714286,2.67368421052632,3,0,4,0.237329192186074
"pl5",1.85714285714286,2.50225563909774,3,0,4,0.209427184421767
"pl6",1.85714285714286,2.54736842105263,3,0,4,0.228928296563238
"pl7",2.14285714285714,2.07368421052632,3,0,3,0.176636558686577
"pl8",2.14285714285714,2.07368421052632,3,0,3,0.19191437044624
"pl9",2.14285714285714,1.90225563909774,3,0,3,0.142594605308357
"pl10",2.42857142857143,1.47368421052632,2,0,2,0.131221736946743
"pl11",3,0.473684210526316,1,0,1,0.0461517922627478
"pl12",2.71428571428571,0.6,1,0,1,0.0606926334994972
"disp1",1,5.33624023035788,3,1,10,0.428567559562964
"disp2",1.66666666666667,3.82110170531223,3,2,7,0.305758913079706
"disp3",1.66666666666667,3.45268065268065,3,0,6,0.294549844783536
"disp4",2.11111111111111,3.02295351707116,3,3,6,0.2325046883829
"disp5",2.11111111111111,2.10815850815851,3,0,4,0.16674680289036
"disp6",2.11111111111111,2.34965034965035,3,0,4,0.197678779129192
"disp7",2.33333333333333,1.64149184149184,3,0,3,0.123052414801019
