"Species","kradius","kdegree","kcorenum","krisk","degree","eigenc"
"pl1",1.8,5.25,3,16,11,0.330412078450229
"pl2",1,3.45,3,0,5,0.317568186147565
"pl3",1.4,3.50357142857143,3,3,6,0.281423182824239
"pl4",1.4,3.325,3,2,5,0.286304452120015
"pl5",1.8,2.77857142857143,3,1,4,0.236435507017518
"pl6",1.8,2.725,3,2,4,0.22898590232063
"pl7",2.2,1.68333333333333,2,1,3,0.143083073723814
"disp1",1,4.09523809523809,3,0,6,0.370665894537923
"disp2",1.33333333333333,3.83549783549784,3,1,6,0.340163802866975
"disp3",2,2.26984126984127,3,0,3,0.204920679453735
"disp4",1.66666666666667,3.43867243867244,3,1,5,0.277231647101229
"disp5",2.66666666666667,0.555555555555556,1,0,1,0.0728513196325557
"disp6",1.66666666666667,2.98412698412698,3,0,4,0.247326332346093
"disp7",2.66666666666667,0.555555555555556,1,0,1,0.0728513196325557
"disp8",2.66666666666667,0.555555555555556,1,0,1,0.0728513196325558
"disp9",2.33333333333333,1.26984126984127,2,0,2,0.114180719770029
"disp10",2.66666666666667,0.714285714285714,1,0,1,0.0631261945733042
"disp11",2.66666666666667,0.555555555555556,1,0,1,0.0728513196325558
"disp12",2.66666666666667,0.714285714285714,1,0,1,0.0620499418184195
"disp13",2.66666666666667,0.555555555555556,1,0,1,0.0728513196325557
"disp14",2.66666666666667,0.555555555555556,1,0,1,0.0728513196325557
"disp15",2.66666666666667,0.555555555555556,1,0,1,0.0728513196325557
"disp16",3,0.454545454545455,1,0,1,0.0315478501474705
"disp17",2.66666666666667,0.555555555555556,1,0,1,0.0504882425592752
"disp18",2.66666666666667,0.555555555555556,1,0,1,0.0728513196325557
